v,vw,o,c,h,l,t,n,consistency,date
129,184.7731,184.7723,184.7723,184.7723,184.7723,1704820199000,5,1000.0,2024-01-09 11:09:59
338,184.7743,184.7745,184.7745,184.7745,184.7745,1704820200000,5,1000.0,2024-01-09 11:10:00
336,184.7746,184.775,184.775,184.775,184.775,1704820201000,5,1000.0,2024-01-09 11:10:01
607,184.7766,184.775,184.7745,184.78,184.7745,1704820202000,11,1000.0,2024-01-09 11:10:02
2095,184.7685,184.77,184.75,184.77,184.75,1704820203000,24,1000.0,2024-01-09 11:10:03
1775,184.7411,184.75,184.74,184.75,184.73,1704820204000,28,1000.0,2024-01-09 11:10:04
511,184.7449,184.74,184.7499,184.7499,184.74,1704820205000,10,1000.0,2024-01-09 11:10:05
1411,184.7513,184.75,184.755,184.755,184.75,1704820206000,27,1000.0,2024-01-09 11:10:06
624,184.7482,184.75,184.75,184.75,184.75,1704820208000,22,2000.0,2024-01-09 11:10:08
358,184.7401,184.74,184.74,184.74,184.74,1704820209000,8,1000.0,2024-01-09 11:10:09
312,184.7335,184.735,184.73,184.735,184.73,1704820210000,10,1000.0,2024-01-09 11:10:10
180,184.7345,184.735,184.735,184.735,184.735,1704820212000,8,2000.0,2024-01-09 11:10:12
891,184.73,184.73,184.73,184.73,184.73,1704820213000,16,1000.0,2024-01-09 11:10:13
204,184.7329,184.7329,184.7329,184.7329,184.7329,1704820214000,5,1000.0,2024-01-09 11:10:14
834,184.7359,184.73,184.7392,184.7392,184.73,1704820215000,4,1000.0,2024-01-09 11:10:15
768,184.7407,184.74,184.7499,184.7499,184.74,1704820217000,19,2000.0,2024-01-09 11:10:17
2357,184.7395,184.74,184.74,184.74,184.7321,1704820218000,9,1000.0,2024-01-09 11:10:18
459,184.7493,184.75,184.75,184.75,184.75,1704820219000,10,1000.0,2024-01-09 11:10:19
1349,184.7401,184.7401,184.7401,184.7401,184.7401,1704820220000,1,1000.0,2024-01-09 11:10:20
634,184.7394,184.7378,184.74,184.74,184.7378,1704820222000,11,2000.0,2024-01-09 11:10:22
407,184.7349,184.735,184.735,184.735,184.735,1704820223000,7,1000.0,2024-01-09 11:10:23
516,184.7305,184.73,184.73,184.73,184.73,1704820225000,9,2000.0,2024-01-09 11:10:25
142,184.7318,184.73,184.73,184.73,184.73,1704820226000,5,1000.0,2024-01-09 11:10:26
1280,184.7228,184.73,184.715,184.73,184.715,1704820227000,29,1000.0,2024-01-09 11:10:27
452,184.7145,184.7135,184.715,184.715,184.7135,1704820228000,4,1000.0,2024-01-09 11:10:28
713,184.7201,184.72,184.72,184.72,184.72,1704820229000,9,1000.0,2024-01-09 11:10:29
395,184.7198,184.72,184.715,184.72,184.715,1704820230000,8,1000.0,2024-01-09 11:10:30
524,184.7099,184.71,184.71,184.71,184.71,1704820231000,19,1000.0,2024-01-09 11:10:31
10150,184.7098,184.71,184.7099,184.71,184.705,1704820232000,27,1000.0,2024-01-09 11:10:32
179,184.7123,184.7131,184.7131,184.7131,184.7131,1704820233000,6,1000.0,2024-01-09 11:10:33
1167,184.713,184.7135,184.7101,184.717,184.7101,1704820235000,6,2000.0,2024-01-09 11:10:35
2264,184.7102,184.7101,184.7131,184.7131,184.7101,1704820236000,5,1000.0,2024-01-09 11:10:36
3712,184.7117,184.711,184.7141,184.715,184.71,1704820237000,24,1000.0,2024-01-09 11:10:37
5411,184.7028,184.71,184.7006,184.71,184.7006,1704820238000,24,1000.0,2024-01-09 11:10:38
518,184.7097,184.71,184.71,184.71,184.71,1704820239000,8,1000.0,2024-01-09 11:10:39
650,184.7119,184.715,184.7116,184.715,184.7116,1704820240000,7,1000.0,2024-01-09 11:10:40
714,184.7111,184.71,184.7118,184.7118,184.71,1704820241000,7,1000.0,2024-01-09 11:10:41
902,184.7105,184.71,184.71,184.71,184.71,1704820242000,16,1000.0,2024-01-09 11:10:42
2478,184.702,184.7009,184.705,184.705,184.7009,1704820243000,14,1000.0,2024-01-09 11:10:43
2027,184.718,184.71,184.725,184.725,184.71,1704820244000,28,1000.0,2024-01-09 11:10:44
226,184.7291,184.73,184.73,184.73,184.73,1704820247000,6,3000.0,2024-01-09 11:10:47
287,184.7251,184.7224,184.73,184.73,184.7224,1704820249000,6,2000.0,2024-01-09 11:10:49
207,184.7298,184.73,184.73,184.73,184.73,1704820250000,6,1000.0,2024-01-09 11:10:50
1578,184.7174,184.73,184.71,184.73,184.71,1704820252000,36,2000.0,2024-01-09 11:10:52
854,184.7108,184.715,184.7102,184.715,184.7102,1704820255000,4,3000.0,2024-01-09 11:10:55
208,184.7121,184.712,184.712,184.712,184.712,1704820256000,5,1000.0,2024-01-09 11:10:56
489,184.7092,184.71,184.71,184.71,184.71,1704820258000,16,2000.0,2024-01-09 11:10:58
408,184.7062,184.705,184.705,184.705,184.705,1704820259000,9,1000.0,2024-01-09 11:10:59
585,184.7099,184.71,184.71,184.71,184.71,1704820261000,8,2000.0,2024-01-09 11:11:01
1461,184.706,184.71,184.7,184.7101,184.7,1704820262000,23,1000.0,2024-01-09 11:11:02
616,184.7058,184.705,184.705,184.705,184.705,1704820263000,7,1000.0,2024-01-09 11:11:03
1857,184.7056,184.7047,184.71,184.71,184.702,1704820265000,30,2000.0,2024-01-09 11:11:05
626,184.7196,184.72,184.7199,184.72,184.7199,1704820266000,5,1000.0,2024-01-09 11:11:06
201,184.72,184.72,184.72,184.72,184.72,1704820268000,3,2000.0,2024-01-09 11:11:08
2059,184.7083,184.71,184.7,184.71,184.7,1704820269000,32,1000.0,2024-01-09 11:11:09
442,184.7052,184.705,184.705,184.705,184.705,1704820270000,7,1000.0,2024-01-09 11:11:10
6777,184.6849,184.7,184.68,184.7,184.67,1704820271000,98,1000.0,2024-01-09 11:11:11
3815,184.6803,184.68,184.68,184.69,184.6763,1704820272000,59,1000.0,2024-01-09 11:11:12
239,184.6759,184.675,184.675,184.675,184.675,1704820273000,6,1000.0,2024-01-09 11:11:13
101,184.6839,184.6839,184.6839,184.6839,184.6839,1704820274000,2,1000.0,2024-01-09 11:11:14
1241,184.6903,184.69,184.695,184.695,184.69,1704820275000,20,1000.0,2024-01-09 11:11:15
572,184.6909,184.69,184.69,184.69,184.69,1704820277000,11,2000.0,2024-01-09 11:11:17
851,184.6769,184.68,184.675,184.685,184.67,1704820278000,17,1000.0,2024-01-09 11:11:18
452,184.6728,184.67,184.673,184.673,184.67,1704820279000,9,1000.0,2024-01-09 11:11:19
177,184.6714,184.6714,184.6714,184.6714,184.6714,1704820280000,9,1000.0,2024-01-09 11:11:20
761,184.6779,184.673,184.68,184.68,184.673,1704820281000,13,1000.0,2024-01-09 11:11:21
1410,184.6848,184.685,184.69,184.69,184.6801,1704820282000,20,1000.0,2024-01-09 11:11:22
489,184.6826,184.684,184.68,184.685,184.68,1704820284000,11,2000.0,2024-01-09 11:11:24
182,184.6753,184.675,184.675,184.675,184.675,1704820285000,6,1000.0,2024-01-09 11:11:25
204,184.6775,184.675,184.68,184.68,184.675,1704820286000,6,1000.0,2024-01-09 11:11:26
503,184.6744,184.6722,184.675,184.68,184.6722,1704820287000,5,1000.0,2024-01-09 11:11:27
1746,184.6656,184.675,184.66,184.675,184.66,1704820288000,39,1000.0,2024-01-09 11:11:28
614,184.6603,184.66,184.66,184.66,184.66,1704820289000,10,1000.0,2024-01-09 11:11:29
1470,184.6604,184.66,184.6609,184.6609,184.66,1704820290000,7,1000.0,2024-01-09 11:11:30
1146,184.6505,184.66,184.64,184.66,184.64,1704820291000,34,1000.0,2024-01-09 11:11:31
362,184.6494,184.65,184.65,184.65,184.65,1704820292000,16,1000.0,2024-01-09 11:11:32
394,184.6581,184.66,184.66,184.66,184.66,1704820293000,7,1000.0,2024-01-09 11:11:33
313,184.6536,184.66,184.6501,184.66,184.6501,1704820294000,7,1000.0,2024-01-09 11:11:34
1269,184.6602,184.66,184.66,184.665,184.66,1704820295000,18,1000.0,2024-01-09 11:11:35
274,184.6663,184.6679,184.6679,184.6679,184.6679,1704820296000,6,1000.0,2024-01-09 11:11:36
539,184.6667,184.6699,184.66,184.6699,184.66,1704820297000,14,1000.0,2024-01-09 11:11:37
2428,184.6717,184.67,184.6701,184.68,184.67,1704820298000,26,1000.0,2024-01-09 11:11:38
1161,184.6695,184.67,184.67,184.67,184.665,1704820299000,25,1000.0,2024-01-09 11:11:39
1142,184.6644,184.66,184.665,184.665,184.66,1704820300000,11,1000.0,2024-01-09 11:11:40
844,184.656,184.66,184.655,184.66,184.6503,1704820302000,11,2000.0,2024-01-09 11:11:42
119,184.6603,184.66,184.66,184.66,184.66,1704820304000,10,2000.0,2024-01-09 11:11:44
260,184.6601,184.66,184.66,184.66,184.66,1704820305000,10,1000.0,2024-01-09 11:11:45
403,184.662,184.6619,184.665,184.665,184.66,1704820306000,11,1000.0,2024-01-09 11:11:46
211,184.6601,184.66,184.66,184.66,184.66,1704820307000,9,1000.0,2024-01-09 11:11:47
283,184.6618,184.665,184.66,184.665,184.66,1704820308000,10,1000.0,2024-01-09 11:11:48
832,184.6519,184.66,184.65,184.66,184.65,1704820310000,14,2000.0,2024-01-09 11:11:50
1102,184.6443,184.65,184.64,184.65,184.6384,1704820311000,21,1000.0,2024-01-09 11:11:51
462,184.6471,184.65,184.645,184.65,184.645,1704820313000,5,2000.0,2024-01-09 11:11:53
3934,184.6382,184.645,184.63,184.645,184.63,1704820314000,56,1000.0,2024-01-09 11:11:54
251,184.6396,184.64,184.64,184.64,184.64,1704820316000,14,2000.0,2024-01-09 11:11:56
410,184.63,184.63,184.63,184.63,184.63,1704820319000,19,3000.0,2024-01-09 11:11:59
1186,184.6209,184.62,184.62,184.6242,184.62,1704820320000,29,1000.0,2024-01-09 11:12:00
419,184.6103,184.6101,184.6101,184.6101,184.6101,1704820321000,6,1000.0,2024-01-09 11:12:01
3622,184.6203,184.61,184.625,184.63,184.61,1704820322000,16,1000.0,2024-01-09 11:12:02
573,184.6313,184.63,184.63,184.635,184.63,1704820323000,18,1000.0,2024-01-09 11:12:03
545,184.6316,184.6309,184.6309,184.6309,184.6309,1704820324000,8,1000.0,2024-01-09 11:12:04
2515,184.6402,184.64,184.64,184.645,184.64,1704820325000,38,1000.0,2024-01-09 11:12:05
674,184.6379,184.6364,184.64,184.64,184.6364,1704820326000,12,1000.0,2024-01-09 11:12:06
1304,184.6455,184.64,184.645,184.65,184.64,1704820327000,15,1000.0,2024-01-09 11:12:07
2681,184.639,184.64,184.64,184.64,184.64,1704820328000,39,1000.0,2024-01-09 11:12:08
211,184.6311,184.63,184.63,184.63,184.63,1704820329000,4,1000.0,2024-01-09 11:12:09
147,184.6349,184.635,184.635,184.635,184.635,1704820330000,5,1000.0,2024-01-09 11:12:10
1316,184.6305,184.63,184.6314,184.6314,184.63,1704820331000,9,1000.0,2024-01-09 11:12:11
201,184.6375,184.635,184.64,184.64,184.635,1704820332000,3,1000.0,2024-01-09 11:12:12
203,184.6372,184.64,184.64,184.64,184.64,1704820333000,7,1000.0,2024-01-09 11:12:13
492,184.6326,184.635,184.6301,184.635,184.6301,1704820334000,12,1000.0,2024-01-09 11:12:14
1168,184.6244,184.63,184.62,184.63,184.62,1704820336000,16,2000.0,2024-01-09 11:12:16
203,184.6237,184.6203,184.627,184.627,184.6203,1704820337000,4,1000.0,2024-01-09 11:12:17
324,184.62,184.62,184.62,184.62,184.62,1704820339000,10,2000.0,2024-01-09 11:12:19
203,184.6134,184.6115,184.6115,184.6115,184.6115,1704820342000,6,3000.0,2024-01-09 11:12:22
694,184.6198,184.62,184.62,184.62,184.62,1704820343000,20,1000.0,2024-01-09 11:12:23
7955,184.6197,184.6179,184.62,184.62,184.615,1704820346000,39,3000.0,2024-01-09 11:12:26
352,184.62,184.62,184.62,184.62,184.62,1704820347000,9,1000.0,2024-01-09 11:12:27
218,184.6273,184.625,184.63,184.63,184.625,1704820348000,10,1000.0,2024-01-09 11:12:28
1630,184.63,184.63,184.635,184.635,184.63,1704820349000,18,1000.0,2024-01-09 11:12:29
566,184.6285,184.63,184.625,184.63,184.625,1704820350000,12,1000.0,2024-01-09 11:12:30
230,184.6271,184.6275,184.6275,184.6275,184.6275,1704820352000,8,2000.0,2024-01-09 11:12:32
301,184.6307,184.6323,184.63,184.6323,184.63,1704820354000,4,2000.0,2024-01-09 11:12:34
417,184.6207,184.62,184.62,184.62,184.62,1704820355000,14,1000.0,2024-01-09 11:12:35
731,184.6079,184.61,184.6032,184.61,184.6026,1704820356000,23,1000.0,2024-01-09 11:12:36
434,184.6077,184.605,184.61,184.61,184.605,1704820357000,9,1000.0,2024-01-09 11:12:37
219,184.6034,184.6031,184.6031,184.6031,184.6031,1704820358000,7,1000.0,2024-01-09 11:12:38
208,184.6034,184.6017,184.6017,184.6017,184.6017,1704820360000,13,2000.0,2024-01-09 11:12:40
404,184.6054,184.605,184.605,184.605,184.605,1704820362000,7,2000.0,2024-01-09 11:12:42
1741,184.6099,184.61,184.61,184.61,184.61,1704820364000,27,2000.0,2024-01-09 11:12:44
442,184.629,184.61,184.61,184.61,184.61,1704820366000,15,2000.0,2024-01-09 11:12:46
1112,184.6109,184.62,184.61,184.62,184.61,1704820368000,21,2000.0,2024-01-09 11:12:48
2435,184.6051,184.605,184.605,184.605,184.605,1704820369000,14,1000.0,2024-01-09 11:12:49
224,184.6029,184.6029,184.6029,184.6029,184.6029,1704820370000,4,1000.0,2024-01-09 11:12:50
260,184.6077,184.604,184.604,184.604,184.604,1704820373000,6,3000.0,2024-01-09 11:12:53
633,184.6055,184.6067,184.6067,184.6067,184.6067,1704820374000,8,1000.0,2024-01-09 11:12:54
1070,184.6002,184.6,184.6,184.6,184.6,1704820375000,12,1000.0,2024-01-09 11:12:55
1468,184.6,184.6,184.6,184.6,184.6,1704820377000,46,2000.0,2024-01-09 11:12:57
751,184.5892,184.59,184.59,184.59,184.59,1704820379000,17,2000.0,2024-01-09 11:12:59
491,184.5904,184.59,184.5914,184.5914,184.59,1704820380000,13,1000.0,2024-01-09 11:13:00
826,184.5901,184.593,184.59,184.593,184.59,1704820381000,12,1000.0,2024-01-09 11:13:01
901,184.5842,184.5827,184.59,184.59,184.5801,1704820382000,16,1000.0,2024-01-09 11:13:02
1341,184.5854,184.585,184.5869,184.5869,184.5827,1704820383000,7,1000.0,2024-01-09 11:13:03
902,184.5888,184.5864,184.59,184.59,184.5864,1704820384000,9,1000.0,2024-01-09 11:13:04
1262,184.5991,184.595,184.6015,184.6015,184.595,1704820385000,21,1000.0,2024-01-09 11:13:05
304,184.6099,184.61,184.61,184.61,184.61,1704820386000,5,1000.0,2024-01-09 11:13:06
301,184.605,184.605,184.605,184.605,184.605,1704820387000,3,1000.0,2024-01-09 11:13:07
403,184.605,184.605,184.605,184.605,184.605,1704820388000,5,1000.0,2024-01-09 11:13:08
2517,184.6092,184.61,184.61,184.61,184.61,1704820389000,33,1000.0,2024-01-09 11:13:09
164,184.6107,184.61,184.61,184.61,184.61,1704820390000,9,1000.0,2024-01-09 11:13:10
1839,184.5971,184.61,184.59,184.61,184.59,1704820392000,27,2000.0,2024-01-09 11:13:12
1117,184.599,184.5991,184.5991,184.5991,184.5991,1704820393000,4,1000.0,2024-01-09 11:13:13
822,184.5959,184.5959,184.5959,184.5959,184.5959,1704820394000,1,1000.0,2024-01-09 11:13:14
604,184.6004,184.6,184.6,184.6,184.6,1704820395000,10,1000.0,2024-01-09 11:13:15
949,184.634,184.6082,184.61,184.61,184.6082,1704820396000,11,1000.0,2024-01-09 11:13:16
299,184.6076,184.61,184.61,184.61,184.61,1704820397000,6,1000.0,2024-01-09 11:13:17
1072,184.6118,184.6116,184.6116,184.6116,184.6116,1704820398000,11,1000.0,2024-01-09 11:13:18
253,184.6144,184.615,184.615,184.615,184.615,1704820399000,8,1000.0,2024-01-09 11:13:19
439,184.6148,184.6157,184.615,184.6157,184.615,1704820400000,7,1000.0,2024-01-09 11:13:20
307,184.6155,184.615,184.615,184.615,184.615,1704820401000,6,1000.0,2024-01-09 11:13:21
113,184.6155,184.615,184.615,184.615,184.615,1704820402000,5,1000.0,2024-01-09 11:13:22
309,184.62,184.62,184.62,184.62,184.62,1704820404000,5,2000.0,2024-01-09 11:13:24
1139,184.6086,184.62,184.6001,184.62,184.6001,1704820405000,23,1000.0,2024-01-09 11:13:25
405,184.6099,184.6099,184.61,184.61,184.6099,1704820406000,7,1000.0,2024-01-09 11:13:26
700,184.6015,184.61,184.6,184.61,184.6,1704820407000,7,1000.0,2024-01-09 11:13:27
1627,184.6,184.6,184.6,184.6,184.6,1704820410000,3,3000.0,2024-01-09 11:13:30
334,184.6049,184.605,184.605,184.605,184.605,1704820411000,8,1000.0,2024-01-09 11:13:31
261,184.6034,184.6016,184.6016,184.6016,184.6016,1704820412000,5,1000.0,2024-01-09 11:13:32
558,184.6015,184.6,184.6,184.6,184.6,1704820413000,13,1000.0,2024-01-09 11:13:33
124,184.5979,184.598,184.598,184.598,184.598,1704820414000,5,1000.0,2024-01-09 11:13:34
502,184.589,184.59,184.5899,184.59,184.585,1704820415000,7,1000.0,2024-01-09 11:13:35
2796,184.5835,184.5836,184.585,184.585,184.58,1704820416000,9,1000.0,2024-01-09 11:13:36
4162,184.5843,184.585,184.58,184.585,184.58,1704820417000,14,1000.0,2024-01-09 11:13:37
3636,184.5809,184.5814,184.58,184.585,184.58,1704820418000,49,1000.0,2024-01-09 11:13:38
381,184.5744,184.575,184.575,184.575,184.575,1704820419000,7,1000.0,2024-01-09 11:13:39
946,184.5799,184.58,184.58,184.58,184.58,1704820420000,18,1000.0,2024-01-09 11:13:40
378,184.6069,184.58,184.58,184.58,184.58,1704820421000,5,1000.0,2024-01-09 11:13:41
173,184.5806,184.58,184.58,184.58,184.58,1704820422000,7,1000.0,2024-01-09 11:13:42
206,184.5851,184.59,184.5801,184.59,184.5801,1704820423000,4,1000.0,2024-01-09 11:13:43
826,184.5888,184.5888,184.5888,184.5888,184.5888,1704820425000,2,2000.0,2024-01-09 11:13:45
1322,184.5812,184.58,184.58,184.58,184.58,1704820426000,14,1000.0,2024-01-09 11:13:46
432,184.5849,184.5802,184.59,184.59,184.5802,1704820427000,14,1000.0,2024-01-09 11:13:47
1734,184.5899,184.59,184.59,184.59,184.59,1704820428000,25,1000.0,2024-01-09 11:13:48
1216,184.5842,184.585,184.58,184.585,184.58,1704820429000,7,1000.0,2024-01-09 11:13:49
3362,184.5793,184.5809,184.58,184.5809,184.575,1704820430000,35,1000.0,2024-01-09 11:13:50
1195,184.5734,184.58,184.575,184.58,184.57,1704820431000,5,1000.0,2024-01-09 11:13:51
754,184.5707,184.575,184.57,184.575,184.57,1704820433000,23,2000.0,2024-01-09 11:13:53
1131,184.5709,184.57,184.5747,184.5747,184.57,1704820434000,11,1000.0,2024-01-09 11:13:54
117,184.575,184.575,184.575,184.575,184.575,1704820435000,4,1000.0,2024-01-09 11:13:55
1008,184.5703,184.57,184.57,184.57,184.57,1704820436000,22,1000.0,2024-01-09 11:13:56
10937,184.5705,184.5764,184.57,184.58,184.57,1704820437000,18,1000.0,2024-01-09 11:13:57
203,184.575,184.575,184.575,184.575,184.575,1704820438000,4,1000.0,2024-01-09 11:13:58
184,184.5712,184.5701,184.5701,184.5701,184.5701,1704820439000,8,1000.0,2024-01-09 11:13:59
1807,184.5847,184.58,184.5898,184.5898,184.58,1704820440000,17,1000.0,2024-01-09 11:14:00
623,184.5801,184.58,184.58,184.58,184.58,1704820442000,15,2000.0,2024-01-09 11:14:02
541,184.5672,184.57,184.5699,184.57,184.56,1704820443000,16,1000.0,2024-01-09 11:14:03
372,184.5639,184.56,184.57,184.57,184.56,1704820444000,9,1000.0,2024-01-09 11:14:04
744,184.5619,184.5603,184.565,184.565,184.5603,1704820445000,15,1000.0,2024-01-09 11:14:05
268,184.5649,184.5651,184.5651,184.5651,184.5651,1704820446000,9,1000.0,2024-01-09 11:14:06
661,184.5659,184.5647,184.5647,184.5647,184.5647,1704820450000,10,4000.0,2024-01-09 11:14:10
810,184.5619,184.56,184.56,184.565,184.56,1704820451000,7,1000.0,2024-01-09 11:14:11
364,184.5636,184.5625,184.565,184.565,184.5625,1704820452000,6,1000.0,2024-01-09 11:14:12
419,184.5622,184.565,184.56,184.565,184.56,1704820453000,8,1000.0,2024-01-09 11:14:13
153,184.5643,184.5643,184.5643,184.5643,184.5643,1704820454000,3,1000.0,2024-01-09 11:14:14
1953,184.5736,184.57,184.58,184.58,184.57,1704820458000,23,4000.0,2024-01-09 11:14:18
1412,184.5798,184.575,184.5801,184.5829,184.575,1704820459000,12,1000.0,2024-01-09 11:14:19
425,184.5784,184.58,184.5749,184.58,184.5749,1704820460000,8,1000.0,2024-01-09 11:14:20
133,184.5703,184.57,184.57,184.57,184.57,1704820461000,6,1000.0,2024-01-09 11:14:21
772,184.5702,184.5701,184.57,184.5701,184.57,1704820462000,9,1000.0,2024-01-09 11:14:22
269,184.578,184.5799,184.5755,184.5799,184.5755,1704820466000,6,4000.0,2024-01-09 11:14:26
1325,184.5804,184.58,184.585,184.585,184.58,1704820468000,16,2000.0,2024-01-09 11:14:28
108,184.5846,184.585,184.585,184.585,184.585,1704820470000,2,2000.0,2024-01-09 11:14:30
236,184.5866,184.59,184.59,184.59,184.59,1704820471000,7,1000.0,2024-01-09 11:14:31
1401,184.5731,184.58,184.573,184.58,184.57,1704820472000,9,1000.0,2024-01-09 11:14:32
401,184.5781,184.5725,184.58,184.58,184.5725,1704820473000,3,1000.0,2024-01-09 11:14:33
105,184.575,184.575,184.575,184.575,184.575,1704820474000,5,1000.0,2024-01-09 11:14:34
703,184.5726,184.576,184.57,184.576,184.57,1704820475000,12,1000.0,2024-01-09 11:14:35
102,184.5602,184.56,184.56,184.56,184.56,1704820476000,3,1000.0,2024-01-09 11:14:36
4306,184.5568,184.56,184.55,184.56,184.55,1704820479000,63,3000.0,2024-01-09 11:14:39
594,184.5466,184.5636,184.54,184.5636,184.54,1704820480000,11,1000.0,2024-01-09 11:14:40
1137,184.5502,184.5499,184.55,184.55,184.5499,1704820481000,28,1000.0,2024-01-09 11:14:41
1889,184.5584,184.555,184.56,184.56,184.553,1704820482000,25,1000.0,2024-01-09 11:14:42
1052,184.541,184.5409,184.5409,184.5409,184.5409,1704820483000,6,1000.0,2024-01-09 11:14:43
264,184.5418,184.5415,184.5415,184.5415,184.5415,1704820484000,9,1000.0,2024-01-09 11:14:44
154,184.5431,184.5445,184.5445,184.5445,184.5445,1704820485000,6,1000.0,2024-01-09 11:14:45
2732,184.539,184.54,184.54,184.5401,184.53,1704820486000,27,1000.0,2024-01-09 11:14:46
160,184.5319,184.53,184.53,184.53,184.53,1704820487000,3,1000.0,2024-01-09 11:14:47
578,184.5324,184.5319,184.5319,184.5319,184.5319,1704820488000,7,1000.0,2024-01-09 11:14:48
606,184.5328,184.5314,184.5314,184.5314,184.5314,1704820489000,4,1000.0,2024-01-09 11:14:49
1875,184.5399,184.54,184.54,184.54,184.54,1704820490000,24,1000.0,2024-01-09 11:14:50
336,184.5378,184.5399,184.5399,184.5399,184.5399,1704820491000,5,1000.0,2024-01-09 11:14:51
301,184.5352,184.5352,184.5352,184.5352,184.5352,1704820492000,2,1000.0,2024-01-09 11:14:52
787,184.5377,184.535,184.54,184.54,184.535,1704820493000,14,1000.0,2024-01-09 11:14:53
156,184.5378,184.5381,184.5381,184.5381,184.5381,1704820495000,9,2000.0,2024-01-09 11:14:55
208,184.5396,184.54,184.54,184.54,184.54,1704820496000,5,1000.0,2024-01-09 11:14:56
448,184.5348,184.5334,184.535,184.535,184.5334,1704820497000,10,1000.0,2024-01-09 11:14:57
1210,184.5472,184.54,184.5482,184.55,184.54,1704820498000,21,1000.0,2024-01-09 11:14:58
155,184.5441,184.545,184.545,184.545,184.545,1704820499000,8,1000.0,2024-01-09 11:14:59
3372,184.5422,184.55,184.5401,184.55,184.54,1704820500000,12,1000.0,2024-01-09 11:15:00
1133,184.554,184.55,184.5501,184.56,184.55,1704820502000,27,2000.0,2024-01-09 11:15:02
3769,184.5509,184.55,184.56,184.56,184.545,1704820503000,43,1000.0,2024-01-09 11:15:03
9270,184.55,184.55,184.55,184.55,184.55,1704820507000,5,4000.0,2024-01-09 11:15:07
1957,184.5516,184.5501,184.55,184.56,184.55,1704820508000,31,1000.0,2024-01-09 11:15:08
242,184.5521,184.55,184.555,184.555,184.55,1704820509000,5,1000.0,2024-01-09 11:15:09
321,184.5575,184.5531,184.5599,184.5599,184.5531,1704820513000,4,4000.0,2024-01-09 11:15:13
112,184.5595,184.56,184.56,184.56,184.56,1704820514000,2,1000.0,2024-01-09 11:15:14
955,184.5598,184.5588,184.56,184.56,184.5588,1704820515000,13,1000.0,2024-01-09 11:15:15
2275,184.5613,184.57,184.56,184.57,184.56,1704820516000,36,1000.0,2024-01-09 11:15:16
473,184.5671,184.57,184.565,184.57,184.565,1704820517000,10,1000.0,2024-01-09 11:15:17
3998,184.5655,184.565,184.568,184.568,184.565,1704820518000,8,1000.0,2024-01-09 11:15:18
1223,184.5698,184.57,184.57,184.57,184.57,1704820519000,16,1000.0,2024-01-09 11:15:19
104,184.5701,184.57,184.57,184.57,184.57,1704820521000,5,2000.0,2024-01-09 11:15:21
226,184.5646,184.565,184.565,184.565,184.565,1704820522000,9,1000.0,2024-01-09 11:15:22
397,184.563,184.5637,184.5637,184.5637,184.5637,1704820523000,11,1000.0,2024-01-09 11:15:23
620,184.5592,184.56,184.555,184.56,184.555,1704820526000,16,3000.0,2024-01-09 11:15:26
400,184.5543,184.5528,184.5555,184.5555,184.5528,1704820528000,7,2000.0,2024-01-09 11:15:28
621,184.5501,184.5501,184.5501,184.5501,184.5501,1704820531000,6,3000.0,2024-01-09 11:15:31
981,184.5556,184.56,184.555,184.56,184.55,1704820532000,26,1000.0,2024-01-09 11:15:32
334,184.5511,184.55,184.55,184.55,184.55,1704820533000,12,1000.0,2024-01-09 11:15:33
209,184.5548,184.5583,184.5583,184.5583,184.5583,1704820535000,8,2000.0,2024-01-09 11:15:35
177,184.554,184.5567,184.5567,184.5567,184.5567,1704820538000,7,3000.0,2024-01-09 11:15:38
894,184.5513,184.5501,184.56,184.56,184.5501,1704820539000,8,1000.0,2024-01-09 11:15:39
651,184.5518,184.5514,184.5514,184.5514,184.5514,1704820540000,3,1000.0,2024-01-09 11:15:40
1002,184.553,184.553,184.553,184.553,184.553,1704820542000,2,2000.0,2024-01-09 11:15:42
5612,184.563,184.559,184.57,184.57,184.5583,1704820543000,47,1000.0,2024-01-09 11:15:43
1260,184.5617,184.565,184.565,184.565,184.56,1704820544000,14,1000.0,2024-01-09 11:15:44
631,184.5606,184.56,184.56,184.56,184.56,1704820545000,12,1000.0,2024-01-09 11:15:45
1242,184.5691,184.5699,184.563,184.57,184.563,1704820547000,5,2000.0,2024-01-09 11:15:47
1638,184.5614,184.5699,184.56,184.5699,184.56,1704820551000,18,4000.0,2024-01-09 11:15:51
112,184.5597,184.56,184.56,184.56,184.56,1704820552000,3,1000.0,2024-01-09 11:15:52
337,184.5691,184.57,184.57,184.57,184.57,1704820553000,6,1000.0,2024-01-09 11:15:53
1110,184.5641,184.57,184.565,184.57,184.56,1704820554000,11,1000.0,2024-01-09 11:15:54
689,184.5665,184.565,184.565,184.57,184.565,1704820555000,12,1000.0,2024-01-09 11:15:55
904,184.5709,184.57,184.5782,184.5782,184.57,1704820558000,14,3000.0,2024-01-09 11:15:58
139,184.5762,184.5781,184.5781,184.5781,184.5781,1704820560000,5,2000.0,2024-01-09 11:16:00
105,184.5798,184.58,184.58,184.58,184.58,1704820561000,6,1000.0,2024-01-09 11:16:01
1584,184.5727,184.575,184.565,184.575,184.565,1704820563000,21,2000.0,2024-01-09 11:16:03
