Trade Date,Value
2022-09-26,-338824.0
2022-09-27,-340970.0
2022-09-28,-342504.0
2022-09-29,-337747.0
2022-09-30,-335956.0
2022-10-03,-337430.0
2022-10-04,-357425.0
2022-10-05,-356536.0
2022-10-06,-358721.0
2022-10-07,-347128.0
2022-10-10,-337282.0
2022-10-11,-327297.0
2022-10-12,-326829.0
2022-10-13,-328883.0
2022-10-14,-332171.0
2022-10-17,-339283.0
2022-10-18,-355484.0
2022-10-19,-353473.0
2022-10-20,-364436.0
2022-10-21,-363875.0
2022-10-24,-1010752.0
2022-10-25,-377797.0
2022-10-26,-371472.0
2022-10-27,-371190.0
2022-10-28,-370413.0
2022-10-31,-374435.0
2022-11-01,-67110.0
2022-11-02,-1190977.0
2022-11-15,-7684075.0
2022-11-16,-7332149.0
2022-11-17,-7056308.0
2022-11-18,-6959653.0
2022-11-21,-6823201.0
2022-12-23,-658544.0
2023-01-03,-97421.0
2023-01-04,-100912.0
2023-01-05,-98502.0
2023-01-06,-100992.0
2023-01-09,-106412.0
2023-01-10,-107096.0
2023-01-11,-105309.0
2023-01-12,-106942.0
2023-01-13,-107738.0
2023-01-17,-107417.0
2023-01-18,-106691.0
2023-01-19,-105282.0
2023-01-20,-108164.0
2023-01-23,-608618.0
2023-01-24,-113279.0
2023-01-25,-111327.0
2023-01-26,-116859.0
2023-01-27,-120147.0
2023-01-30,-119706.0
2023-01-31,-120748.0
2023-02-01,-123175.0
2023-02-02,-127004.0
2023-02-03,-124723.0
2023-02-06,-122876.0
2023-02-07,-122350.0
2023-02-08,-123406.0
2023-02-09,-126135.0
2023-02-10,-121011.0
2023-02-13,-123127.0
2023-02-14,-122886.0
2023-02-15,-122971.0
2023-02-16,-122722.0
2023-02-17,-119292.0
2023-02-21,-118040.0
2023-02-22,-118416.0
2023-02-23,-118332.0
2023-02-24,-116708.0
2023-02-27,-118226.0
2023-02-28,-118473.0
2023-03-01,-120070.0
2023-03-02,-1547760.0
2023-03-03,-135419.0
2023-03-06,-135298.0
2023-03-07,-364720.0
2023-03-08,-1231508.0
2023-03-09,-131865.0
2023-03-10,-127495.0
2023-03-13,-126451.0
2023-03-14,-357220.0
2023-03-15,-131431.0
2023-03-16,-134837.0
2023-03-17,-134480.0
2023-03-20,-133630.0
2023-03-21,-367837.0
2023-03-22,-137044.0
2023-03-23,-2677633.0
2023-03-24,-136443.0
2023-03-27,-138303.0
2023-03-28,-378502.0
2023-03-29,-141546.0
2023-04-04,-247688.0
2023-04-11,-236325.0
2023-04-18,-248850.0
2023-04-24,-570534.0
2023-04-25,-242463.0
2023-05-02,-247525.0
2023-05-09,-245975.0
2023-05-16,-252413.0
2023-05-23,-259675.0
2023-05-30,-274088.0
2023-05-31,-1125675.0
2023-06-05,-31665228.0
2023-06-06,-260688.0
2023-06-13,-269375.0
2023-06-14,-104571954.0
2023-06-16,-5156104.0
2023-06-20,-16897624.0
2023-06-22,-719452.0
2023-06-23,-728887.0
2023-06-26,-345719.0
2023-06-27,-260600.0
2023-06-30,-3463538.0
2023-07-03,-3164316.0
2023-07-05,-3462875.0
2023-07-06,-3141820.0
2023-07-07,-3160668.0
2023-07-10,-3168578.0
2023-07-11,-14371307.0
2023-07-12,-14989161.0
2023-07-13,-3446744.0
2023-07-14,-7206822.0
2023-07-17,-3432889.0
2023-07-18,-4206310.0
2023-07-19,-3771449.0
2023-07-20,-3447451.0
2023-07-21,-3425883.0
2023-07-24,-5041653.0
2023-07-25,-4303321.0
2023-07-26,-3371507.0
2023-07-27,-3416385.0
2023-07-28,-3380349.0
2023-07-31,-6989783.0
2023-08-01,-3637532.0
2023-08-02,-3310911.0
2023-08-03,-3241771.0
2023-08-04,-3227215.0
2023-08-07,-3235243.0
2023-08-08,-3449116.0
2023-08-09,-3111361.0
2023-08-10,-3121285.0
2023-08-11,-3124944.0
2023-08-14,-6542180.0
2023-08-15,-3408131.0
2023-08-16,-3123394.0
2023-08-17,-3076807.0
2023-08-18,-3060012.0
2023-08-21,-3107249.0
2023-08-22,-3743398.0
2023-08-23,-3143266.0
2023-08-24,-3109392.0
2023-08-25,-3129513.0
2023-08-28,-3166576.0
2023-08-29,-3420223.0
2023-08-30,-3787968.0
2023-08-31,-9602749.0
2023-09-01,-6952184.0
2023-09-05,-3560347.0
2023-09-06,-5515858.0
2023-09-07,-3325508.0
2023-09-08,-3869709.0
2023-09-11,-9303556.0
2023-09-12,-3622267.0
2023-09-13,-3295581.0
2023-09-14,-3289300.0
2023-09-15,-3233099.0
2023-09-18,-5378191.0
2023-09-19,-3485844.0
2023-09-20,-3221541.0
2023-09-21,-3138594.0
2023-09-22,-3824582.0
2023-09-25,-5725668.0
2023-09-26,-3646292.0
2023-09-27,-3037972.0
2023-09-28,-3043485.0
2023-09-29,-3063384.0
2023-10-02,-5057900.0
2023-10-03,-3252140.0
2023-10-04,-3023082.0
2023-10-05,-3008389.0
2023-10-06,-3088174.0
2023-10-09,-5156320.0
2023-10-10,-3375168.0
2023-10-11,-3097653.0
2023-10-12,-3094938.0
2023-10-13,-3075501.0
2023-10-16,-5182545.0
2023-10-17,-3958678.0
2023-10-18,-3088529.0
2023-10-19,-3130582.0
2023-10-20,-3068239.0
2023-10-23,-5796558.0
2023-10-24,-3367776.0
2023-10-25,-2974610.0
2023-10-26,-2945364.0
2023-10-27,-2949619.0
2023-10-30,-4975188.0
2023-10-31,-3263484.0
2023-11-01,-3044288.0
2023-11-02,-3108776.0
2023-11-03,-3677555.0
2023-11-06,-5166423.0
2023-11-07,-3567125.0
2023-11-08,-6327213.0
2023-11-10,-3188509.0
2023-11-13,-5351701.0
2023-11-14,-31218256.0
2023-11-15,-3290700.0
2023-11-16,-3314035.0
2023-11-17,-3320256.0
2023-11-20,-5594185.0
2023-11-21,-3368984.0
2023-11-22,-4346702.0
2023-11-24,-3360283.0
2023-11-27,-5631589.0
2023-11-28,-3364970.0
2023-11-29,-3451912.0
2023-11-30,-27470396.0
2023-12-01,-31304005.0
2023-12-04,-6305358.0
2023-12-05,-3751248.0
2023-12-06,-3767963.0
2023-12-07,-3733468.0
2023-12-08,-3764361.0
2023-12-11,-6305956.0
2023-12-12,-3823914.0
2023-12-13,-3854401.0
2023-12-14,-3837966.0
2023-12-15,-6455473.0
2023-12-18,-6580438.0
2023-12-19,-3974630.0
2023-12-20,-3947026.0
2023-12-21,-3991271.0
2023-12-22,-6965015.0
2023-12-26,-7155647.0
2023-12-27,-4432491.0
2023-12-28,-140370511.0
2023-12-29,-3245213.0
2024-01-02,-7090156.0
2024-01-03,-3791310.0
2024-01-04,-3774099.0
2024-01-05,-3775753.0
2024-01-08,-6417102.0
2024-01-09,-3929182.0
2024-01-10,-3963604.0
2024-01-11,-4037160.0
2024-01-12,-4090425.0
2024-01-16,-6749359.0
2024-01-17,-4032524.0
2024-01-18,-4110099.0
2024-01-19,-86496640.0
2024-01-22,-13581884.0
2024-01-23,-5530892.0
2024-01-24,-4289389.0
2024-01-25,-4176601.0
2024-01-26,-4211890.0
2024-01-29,-7106937.0
2024-01-30,-5527763.0
2024-01-31,-4244195.0
2024-02-01,-4252021.0
2024-02-02,-4291980.0
2024-02-05,-7139264.0
2024-02-06,-5485402.0
2024-02-07,-4324521.0
2024-02-08,-4370009.0
2024-02-09,-4386472.0
2024-02-12,-7218641.0
2024-02-13,-5391156.0
2024-02-14,-4316699.0
2024-02-15,-4358036.0
2024-02-16,-4355252.0
2024-02-20,-8370239.0
2024-02-21,-4211581.0
2024-02-22,-10712485.0
2024-02-23,-4400792.0
2024-02-26,-5238236.0
2024-02-27,-5735415.0
2024-02-28,-4490388.0
2024-02-29,-4574683.0
2024-03-01,-4733068.0
2024-03-04,-5642472.0
2024-03-05,-5795415.0
2024-03-06,-4563702.0
2024-03-07,-4548670.0
2024-03-08,-4593233.0
2024-03-11,-4574535.0
2024-03-12,-5883959.0
2024-03-13,-4593481.0
2024-03-14,-4564395.0
2024-03-15,-4441747.0
2024-03-18,-4483262.0
2024-03-19,-5752180.0
2024-03-20,-4563184.0
2024-03-21,-4644619.0
2024-03-22,-12197909.0
2024-03-25,-5984118.0
2024-03-26,-6394314.0
2024-03-27,-4521824.0
2024-03-28,-4515164.0
2024-04-01,-11912637.0
2024-04-02,-5776538.0
2024-04-03,-4581232.0
2024-04-04,-4499532.0
2024-04-05,-4502110.0
2024-04-08,-4530433.0
2024-04-09,-5793444.0
2024-04-10,-4491274.0
2024-04-11,-4475480.0
2024-04-12,-4436045.0
2024-04-15,-4170903.0
2024-04-16,-18482489.0
2024-04-17,-4152411.0
2024-04-18,-4088897.0
2024-04-19,-4064172.0
2024-04-22,-8827640.0
2024-04-23,-10434645.0
2024-04-24,-5318460.0
2024-04-25,-4074497.0
2024-04-26,-4126113.0
2024-04-29,-4121914.0
2024-04-30,-5201743.0
2024-05-01,-17462748.0
2024-05-02,-4066627.0
2024-05-03,-4125180.0
2024-05-06,-4131753.0
2024-05-07,-5323521.0
2024-05-08,-4179383.0
2024-05-09,-4114395.0
2024-05-10,-4148901.0
2024-05-13,-4152578.0
2024-05-14,-5315794.0
